sample_id,ticket_date,person_id,区县地址,街道地址,mapped_l1_name,mapped_l2_name,是否回访,问题是否解决,是否热点,承办单位,text_subject_id,text_subject_type,text_place_id,text_place_type,address_id,has_address_id,has_text_place_id,has_text_subject_id,sanitized_text,person_total_complaints,address_total_complaints
97,2024-03-20,P00106,甲区,甲区-街道3,主题大类3,主题小类3-1,是,否,否,承办单位B,TS00060,主体类型1,TP00146,地点类型4,A00010,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-1，样例编号：0097。,2,6
98,2024-04-15,,甲区,甲区-街道2,主题大类4,主题小类4-1,是,是,否,承办单位A,TS00117,主体类型3,TP00092,地点类型2,A00024,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-1，样例编号：0098。,0,8
99,2024-04-03,P00014,乙区,乙区-街道2,主题大类2,主题小类2-1,是,是,否,承办单位A,TS00086,主体类型1,TP00120,地点类型5,A00071,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-1，样例编号：0099。,2,4
100,2024-04-05,P00011,丙区,丙区-街道1,主题大类4,主题小类4-2,否,是,否,承办单位D,TS00118,主体类型2,TP00165,地点类型4,A00001,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-2，样例编号：0100。,8,22
101,2024-03-23,P00076,甲区,甲区-街道1,主题大类4,主题小类4-2,否,是,否,承办单位D,TS00007,主体类型2,TP00087,地点类型5,A00081,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-2，样例编号：0101。,3,1
102,2024-05-08,P00132,乙区,乙区-街道3,主题大类4,主题小类4-2,是,是,是,承办单位C,TS00084,主体类型4,TP00011,地点类型4,A00070,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-2，样例编号：0102。,2,3
103,2024-03-10,P00151,丙区,丙区-街道3,主题大类3,主题小类3-2,是,否,否,承办单位D,TS00126,主体类型1,TP00079,地点类型1,A00036,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-2，样例编号：0103。,1,4
104,2024-03-05,P00011,甲区,甲区-街道3,主题大类3,主题小类3-2,是,否,否,承办单位E,TS00072,主体类型3,TP00120,地点类型3,A00013,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-2，样例编号：0104。,8,6
105,2024-04-12,P00052,乙区,乙区-街道2,主题大类1,主题小类1-2,是,否,否,承办单位B,TS00137,主体类型4,TP00098,地点类型2,A00001,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-2，样例编号：0105。,2,22
106,2024-05-15,,丙区,丙区-街道3,主题大类1,主题小类1-2,否,否,否,承办单位D,,,TP00198,地点类型2,A00087,1,1,0,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-2，样例编号：0106。,0,6
107,2024-04-23,P00011,丙区,丙区-街道2,主题大类2,主题小类2-2,是,否,是,承办单位B,,,TP00003,地点类型5,A00095,1,1,0,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-2，样例编号：0107。,8,1
108,2024-05-06,P00211,丙区,丙区-街道1,主题大类3,主题小类3-2,否,是,否,承办单位E,TS00025,主体类型3,TP00136,地点类型5,A00002,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-2，样例编号：0108。,1,14
109,2024-03-12,P00001,乙区,乙区-街道2,主题大类1,主题小类1-2,是,是,否,承办单位B,,,TP00134,地点类型4,A00047,1,1,0,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-2，样例编号：0109。,19,4
110,2024-03-26,P00011,甲区,甲区-街道2,主题大类4,主题小类4-1,否,否,否,承办单位E,TS00110,主体类型2,TP00164,地点类型2,A00025,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-1，样例编号：0110。,8,2
111,2024-05-12,P00117,丙区,丙区-街道2,主题大类3,主题小类3-1,是,是,否,承办单位A,TS00126,主体类型2,TP00046,地点类型3,A00037,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-1，样例编号：0111。,1,5
112,2024-03-22,P00160,丙区,丙区-街道1,主题大类4,主题小类4-1,是,是,否,承办单位A,,,TP00153,地点类型4,A00013,1,1,0,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-1，样例编号：0112。,1,6
113,2024-04-29,,乙区,乙区-街道3,主题大类4,主题小类4-2,否,是,否,承办单位D,,,TP00144,地点类型5,A00065,1,1,0,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-2，样例编号：0113。,0,3
114,2024-04-11,P00001,乙区,乙区-街道2,主题大类4,主题小类4-2,是,是,否,承办单位D,TS00079,主体类型3,TP00067,地点类型1,A00038,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-2，样例编号：0114。,19,5
115,2024-04-16,P00205,甲区,甲区-街道1,主题大类3,主题小类3-1,是,否,否,承办单位A,TS00072,主体类型3,TP00030,地点类型5,A00082,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-1，样例编号：0115。,3,2
116,2024-03-14,P00163,丙区,丙区-街道2,主题大类3,主题小类3-1,是,是,否,承办单位C,TS00104,主体类型2,TP00150,地点类型5,A00003,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-1，样例编号：0116。,1,11
117,2024-03-25,P00025,甲区,甲区-街道1,主题大类4,主题小类4-1,否,是,否,承办单位A,TS00112,主体类型4,TP00097,地点类型1,A00001,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-1，样例编号：0117。,3,22
118,2024-04-13,P00039,乙区,乙区-街道1,主题大类2,主题小类2-2,是,否,否,承办单位B,TS00100,主体类型1,TP00130,地点类型3,A00118,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-2，样例编号：0118。,1,2
119,2024-05-16,P00098,甲区,甲区-街道2,主题大类2,主题小类2-2,是,是,否,承办单位A,TS00105,主体类型3,TP00111,地点类型5,A00003,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-2，样例编号：0119。,2,11
120,2024-04-27,P00205,乙区,乙区-街道3,主题大类4,主题小类4-1,否,否,否,承办单位E,TS00132,主体类型1,TP00136,地点类型1,A00055,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-1，样例编号：0120。,3,3
121,2024-05-16,P00007,甲区,甲区-街道3,主题大类2,主题小类2-2,是,是,否,承办单位B,TS00123,主体类型1,TP00163,地点类型4,A00107,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-2，样例编号：0121。,4,4
122,2024-04-01,,丙区,丙区-街道1,主题大类4,主题小类4-1,否,否,否,承办单位D,TS00053,主体类型1,TP00051,地点类型5,A00036,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-1，样例编号：0122。,0,4
123,2024-03-31,P00171,丙区,丙区-街道2,主题大类4,主题小类4-2,是,是,否,承办单位C,TS00084,主体类型3,TP00084,地点类型5,A00016,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-2，样例编号：0123。,2,4
124,2024-04-12,P00124,乙区,乙区-街道3,主题大类3,主题小类3-2,否,是,否,承办单位E,TS00122,主体类型2,,,,0,0,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-2，样例编号：0124。,2,0
125,2024-05-12,P00025,甲区,甲区-街道3,主题大类3,主题小类3-1,否,否,否,承办单位D,TS00136,主体类型1,TP00119,地点类型4,A00098,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-1，样例编号：0125。,3,5
126,2024-03-08,,乙区,乙区-街道1,主题大类3,主题小类3-1,是,否,否,承办单位E,TS00110,主体类型1,TP00199,地点类型2,A00115,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-1，样例编号：0126。,0,1
127,2024-05-14,P00016,乙区,乙区-街道2,主题大类2,主题小类2-1,是,否,否,承办单位C,TS00075,主体类型2,,,,0,0,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-1，样例编号：0127。,2,0
128,2024-03-28,P00201,乙区,乙区-街道3,主题大类1,主题小类1-2,否,否,否,承办单位E,TS00082,主体类型4,TP00054,地点类型3,A00004,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-2，样例编号：0128。,1,10
129,2024-04-29,,丙区,丙区-街道1,主题大类3,主题小类3-1,否,是,否,承办单位E,TS00141,主体类型1,TP00132,地点类型4,A00087,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-1，样例编号：0129。,0,6
130,2024-04-04,P00071,丙区,丙区-街道3,主题大类3,主题小类3-2,否,否,否,承办单位E,,,TP00099,地点类型2,A00001,1,1,0,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-2，样例编号：0130。,3,22
131,2024-04-27,P00010,乙区,乙区-街道3,主题大类3,主题小类3-2,是,否,否,承办单位D,TS00067,主体类型2,TP00024,地点类型2,A00020,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-2，样例编号：0131。,6,3
132,2024-03-23,P00248,丙区,丙区-街道1,主题大类2,主题小类2-1,否,否,否,承办单位A,,,TP00165,地点类型4,A00024,1,1,0,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-1，样例编号：0132。,1,8
133,2024-04-17,P00018,甲区,甲区-街道3,主题大类3,主题小类3-2,是,是,否,承办单位B,TS00036,主体类型3,TP00112,地点类型4,A00116,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-2，样例编号：0133。,6,2
134,2024-03-18,,甲区,甲区-街道3,主题大类1,主题小类1-2,是,否,否,承办单位E,,,TP00154,地点类型4,A00001,1,1,0,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-2，样例编号：0134。,0,22
135,2024-04-22,,乙区,乙区-街道1,主题大类2,主题小类2-1,否,否,否,承办单位E,TS00036,主体类型3,TP00130,地点类型1,A00087,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-1，样例编号：0135。,0,6
136,2024-04-02,P00012,丙区,丙区-街道3,主题大类1,主题小类1-2,否,否,否,承办单位E,TS00024,主体类型1,TP00181,地点类型3,A00009,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-2，样例编号：0136。,5,9
137,2024-05-16,P00017,乙区,乙区-街道1,主题大类4,主题小类4-1,否,否,是,承办单位A,TS00027,主体类型4,TP00187,地点类型1,A00036,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-1，样例编号：0137。,3,4
138,2024-03-04,,丙区,丙区-街道3,主题大类1,主题小类1-1,是,是,否,承办单位A,TS00082,主体类型4,TP00071,地点类型3,A00001,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-1，样例编号：0138。,0,22
139,2024-03-21,P00220,甲区,甲区-街道2,主题大类1,主题小类1-2,否,否,否,承办单位C,TS00118,主体类型1,TP00046,地点类型4,A00047,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-2，样例编号：0139。,1,4
140,2024-04-09,P00004,丙区,丙区-街道2,主题大类3,主题小类3-1,是,是,否,承办单位E,TS00085,主体类型1,TP00100,地点类型3,A00078,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-1，样例编号：0140。,7,2
141,2024-03-14,P00040,丙区,丙区-街道1,主题大类1,主题小类1-1,是,否,否,承办单位B,,,TP00093,地点类型3,A00006,1,1,0,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-1，样例编号：0141。,7,5
142,2024-05-08,P00075,甲区,甲区-街道3,主题大类4,主题小类4-2,是,是,是,承办单位B,TS00018,主体类型1,TP00143,地点类型1,A00021,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-2，样例编号：0142。,1,4
143,2024-05-11,P00209,乙区,乙区-街道1,主题大类1,主题小类1-1,是,是,否,承办单位B,TS00131,主体类型3,TP00053,地点类型3,A00001,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-1，样例编号：0143。,1,22
144,2024-04-26,,丙区,丙区-街道1,主题大类4,主题小类4-2,否,否,否,承办单位A,TS00148,主体类型1,TP00011,地点类型3,A00032,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-2，样例编号：0144。,0,5
145,2024-03-18,P00013,丙区,丙区-街道3,主题大类2,主题小类2-2,否,否,否,承办单位E,TS00034,主体类型4,TP00029,地点类型5,A00112,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-2，样例编号：0145。,3,2
146,2024-03-23,P00221,丙区,丙区-街道3,主题大类3,主题小类3-2,是,否,否,承办单位C,TS00134,主体类型1,TP00119,地点类型4,A00056,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-2，样例编号：0146。,3,2
147,2024-04-23,P00095,乙区,乙区-街道1,主题大类3,主题小类3-1,否,否,否,承办单位E,TS00131,主体类型3,TP00057,地点类型3,A00011,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-1，样例编号：0147。,1,5
148,2024-04-16,P00072,乙区,乙区-街道3,主题大类3,主题小类3-2,是,否,是,承办单位D,TS00099,主体类型1,TP00095,地点类型2,A00007,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-2，样例编号：0148。,6,7
149,2024-03-24,P00034,甲区,甲区-街道3,主题大类3,主题小类3-1,是,否,否,承办单位C,,,TP00010,地点类型5,A00089,1,1,0,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-1，样例编号：0149。,3,4
150,2024-05-12,P00166,乙区,乙区-街道3,主题大类2,主题小类2-1,否,是,是,承办单位E,TS00099,主体类型4,TP00027,地点类型2,A00049,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-1，样例编号：0150。,1,6
151,2024-05-03,P00176,丙区,丙区-街道3,主题大类4,主题小类4-2,是,否,否,承办单位E,TS00149,主体类型4,TP00073,地点类型3,A00028,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-2，样例编号：0151。,2,4
152,2024-04-24,P00001,甲区,甲区-街道3,主题大类1,主题小类1-1,是,是,是,承办单位D,TS00056,主体类型4,TP00122,地点类型1,A00024,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-1，样例编号：0152。,19,8
153,2024-05-15,P00132,甲区,甲区-街道2,主题大类2,主题小类2-2,否,否,是,承办单位A,TS00150,主体类型4,TP00018,地点类型4,A00051,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-2，样例编号：0153。,2,1
154,2024-04-13,P00020,甲区,甲区-街道3,主题大类3,主题小类3-1,否,是,否,承办单位C,TS00068,主体类型2,TP00129,地点类型2,A00009,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-1，样例编号：0154。,5,9
155,2024-04-19,P00054,丙区,丙区-街道3,主题大类1,主题小类1-1,是,是,否,承办单位A,TS00060,主体类型3,TP00062,地点类型4,A00064,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-1，样例编号：0155。,1,2
156,2024-03-06,P00072,乙区,乙区-街道1,主题大类4,主题小类4-2,否,是,否,承办单位D,TS00025,主体类型3,TP00042,地点类型5,A00024,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-2，样例编号：0156。,6,8
157,2024-04-21,P00003,甲区,甲区-街道2,主题大类2,主题小类2-1,否,否,否,承办单位D,TS00116,主体类型4,TP00138,地点类型4,,0,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-1，样例编号：0157。,11,0
158,2024-04-15,P00010,甲区,甲区-街道3,主题大类3,主题小类3-2,否,否,是,承办单位C,TS00058,主体类型1,TP00067,地点类型4,A00062,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-2，样例编号：0158。,6,4
159,2024-03-06,,甲区,甲区-街道1,主题大类4,主题小类4-1,是,是,是,承办单位D,TS00078,主体类型3,TP00173,地点类型4,A00070,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-1，样例编号：0159。,0,3
160,2024-05-12,P00002,乙区,乙区-街道1,主题大类2,主题小类2-2,是,否,否,承办单位B,TS00140,主体类型2,TP00132,地点类型1,A00063,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-2，样例编号：0160。,14,6
161,2024-03-06,P00087,乙区,乙区-街道3,主题大类2,主题小类2-1,是,是,否,承办单位E,TS00071,主体类型3,TP00171,地点类型4,A00007,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-1，样例编号：0161。,2,7
162,2024-04-16,P00009,甲区,甲区-街道2,主题大类2,主题小类2-2,是,否,否,承办单位B,TS00150,主体类型2,TP00091,地点类型2,,0,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-2，样例编号：0162。,3,0
163,2024-03-21,P00040,丙区,丙区-街道1,主题大类2,主题小类2-1,否,否,否,承办单位E,TS00121,主体类型4,TP00092,地点类型5,,0,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-1，样例编号：0163。,7,0
164,2024-04-23,,乙区,乙区-街道1,主题大类2,主题小类2-1,否,否,否,承办单位E,TS00085,主体类型1,TP00096,地点类型4,A00036,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-1，样例编号：0164。,0,4
165,2024-03-14,P00060,乙区,乙区-街道1,主题大类4,主题小类4-2,否,是,否,承办单位A,TS00145,主体类型3,TP00194,地点类型4,A00109,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-2，样例编号：0165。,2,3
166,2024-03-25,P00005,丙区,丙区-街道2,主题大类3,主题小类3-2,是,是,否,承办单位E,TS00053,主体类型2,TP00158,地点类型2,A00077,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-2，样例编号：0166。,7,5
167,2024-03-29,P00074,甲区,甲区-街道1,主题大类2,主题小类2-1,否,是,否,承办单位D,TS00045,主体类型1,TP00200,地点类型1,A00010,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-1，样例编号：0167。,2,6
168,2024-03-25,P00124,乙区,乙区-街道2,主题大类3,主题小类3-2,是,是,否,承办单位D,TS00110,主体类型1,TP00131,地点类型2,A00050,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-2，样例编号：0168。,2,3
169,2024-03-06,P00001,甲区,甲区-街道2,主题大类3,主题小类3-1,是,否,否,承办单位B,TS00075,主体类型2,TP00140,地点类型2,A00037,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-1，样例编号：0169。,19,5
170,2024-04-24,P00024,甲区,甲区-街道1,主题大类3,主题小类3-1,否,否,是,承办单位D,TS00065,主体类型4,TP00168,地点类型2,A00097,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-1，样例编号：0170。,5,1
171,2024-04-03,P00093,乙区,乙区-街道1,主题大类4,主题小类4-1,是,否,否,承办单位D,TS00026,主体类型1,TP00140,地点类型1,A00060,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-1，样例编号：0171。,2,1
172,2024-04-30,P00107,丙区,丙区-街道1,主题大类2,主题小类2-2,否,否,否,承办单位E,TS00044,主体类型3,TP00092,地点类型5,A00103,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-2，样例编号：0172。,1,2
173,2024-05-15,P00003,乙区,乙区-街道1,主题大类2,主题小类2-1,否,否,否,承办单位D,,,TP00084,地点类型2,A00049,1,1,0,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-1，样例编号：0173。,11,6
174,2024-05-02,P00049,甲区,甲区-街道1,主题大类4,主题小类4-2,是,是,否,承办单位A,TS00080,主体类型1,TP00193,地点类型2,A00002,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-2，样例编号：0174。,4,14
175,2024-05-07,P00227,乙区,乙区-街道2,主题大类2,主题小类2-2,是,否,否,承办单位C,TS00027,主体类型1,TP00128,地点类型4,A00055,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-2，样例编号：0175。,1,3
176,2024-04-14,P00008,丙区,丙区-街道1,主题大类4,主题小类4-2,是,是,否,承办单位A,TS00076,主体类型3,TP00172,地点类型1,A00009,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-2，样例编号：0176。,6,9
177,2024-05-12,P00036,丙区,丙区-街道3,主题大类4,主题小类4-1,是,否,否,承办单位A,TS00149,主体类型3,TP00011,地点类型2,A00107,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-1，样例编号：0177。,3,4
178,2024-04-23,P00040,甲区,甲区-街道2,主题大类3,主题小类3-2,否,否,否,承办单位C,TS00043,主体类型3,TP00018,地点类型1,A00063,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-2，样例编号：0178。,7,6
179,2024-03-29,P00031,乙区,乙区-街道2,主题大类1,主题小类1-2,否,否,否,承办单位A,TS00036,主体类型4,TP00040,地点类型5,A00001,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-2，样例编号：0179。,4,22
180,2024-03-08,P00040,丙区,丙区-街道3,主题大类2,主题小类2-2,否,是,否,承办单位C,TS00015,主体类型2,,,A00083,1,0,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-2，样例编号：0180。,7,2
181,2024-03-13,P00250,甲区,甲区-街道3,主题大类1,主题小类1-1,是,是,否,承办单位D,TS00086,主体类型4,TP00084,地点类型2,A00117,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-1，样例编号：0181。,4,3
182,2024-03-08,P00002,甲区,甲区-街道1,主题大类1,主题小类1-2,否,否,是,承办单位E,TS00119,主体类型2,TP00181,地点类型4,A00008,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-2，样例编号：0182。,14,8
183,2024-03-21,P00006,甲区,甲区-街道1,主题大类1,主题小类1-2,否,否,否,承办单位A,TS00024,主体类型4,TP00115,地点类型1,A00100,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-2，样例编号：0183。,4,2
184,2024-04-04,P00068,乙区,乙区-街道3,主题大类2,主题小类2-2,否,否,是,承办单位C,TS00067,主体类型2,TP00160,地点类型3,A00004,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-2，样例编号：0184。,2,10
185,2024-05-11,P00077,乙区,乙区-街道2,主题大类3,主题小类3-2,是,否,是,承办单位D,,,TP00161,地点类型4,A00103,1,1,0,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-2，样例编号：0185。,2,2
186,2024-03-09,P00023,乙区,乙区-街道3,主题大类2,主题小类2-2,是,是,否,承办单位C,,,TP00056,地点类型5,A00058,1,1,0,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-2，样例编号：0186。,4,6
187,2024-04-05,,丙区,丙区-街道3,主题大类3,主题小类3-1,是,否,否,承办单位E,TS00081,主体类型3,TP00187,地点类型2,,0,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-1，样例编号：0187。,0,0
188,2024-05-16,P00003,乙区,乙区-街道1,主题大类4,主题小类4-2,是,否,否,承办单位B,TS00023,主体类型1,,,A00001,1,0,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类4-2，样例编号：0188。,11,22
189,2024-05-06,P00250,甲区,甲区-街道3,主题大类3,主题小类3-1,否,否,否,承办单位D,,,TP00150,地点类型3,A00002,1,1,0,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-1，样例编号：0189。,4,14
190,2024-04-10,P00156,乙区,乙区-街道2,主题大类3,主题小类3-2,否,是,否,承办单位D,TS00148,主体类型1,TP00151,地点类型5,A00022,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-2，样例编号：0190。,2,7
191,2024-03-29,P00045,甲区,甲区-街道3,主题大类1,主题小类1-2,是,是,否,承办单位B,TS00025,主体类型3,TP00100,地点类型2,A00014,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类1-2，样例编号：0191。,1,2
192,2024-03-26,P00002,乙区,乙区-街道2,主题大类2,主题小类2-1,否,是,否,承办单位E,TS00085,主体类型4,TP00117,地点类型2,A00002,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类2-1，样例编号：0192。,14,14
193,2024-03-16,P00006,丙区,丙区-街道2,主题大类3,主题小类3-2,是,是,否,承办单位A,TS00001,主体类型4,TP00084,地点类型1,A00062,1,1,1,这是合成样例文本，仅用于演示去标识化风险流程，不含任何真实诉求信息。样例主题：主题小类3-2，样例编号：0193。,4,4
